model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,theta_stranger
M7_theta10,27,4,-14.475756119378554,36.951512238757104,38.769694056938924,42.13485970277442,0.012782158144394255,0.22651475679461097,True,100,100,85,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4909758259634642,0.14969543267551919,8.174339278040238,sub-10803,15,1.888126848486497,0.3333333333333333,0.5078067922758824,chronological_65_percent,5.826276008203149
M4_theta10,42,3,-19.957200919381187,45.91440183876237,46.54598078613079,51.127410693612475,0.2114228590694574,0.31447250484724054,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2861956337771597,0.2829004644565248,8.562084764497241,sub-10804,39,0.739625296737272,0.6410256410256411,0.24548358187474711,run_1_to_2,
M5_theta10,42,3,-20.506384381503796,47.01276876300759,47.64434771037601,52.2257776178577,0.19255847198987358,0.2956081177676567,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3537987029268223,0.2186669344091865,10.0,sub-10804,39,0.7632454600276235,0.5897435897435898,0.266405547684978,run_1_to_2,
M6_theta10,42,3,-16.123099586778533,38.246199173557066,38.877778120925484,43.459208028407176,0.34312378713640057,0.44617343291418365,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.26499686919459836,0.3923228875336054,4.060566334031943,sub-10804,39,0.8267168322098496,0.6153846153846154,0.26644937196641855,run_1_to_2,
M7_theta10,42,4,-14.659121755119497,37.31824351023899,38.399324591320074,44.268921983372465,0.35906137087013645,0.49646089857384723,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.23669680251165648,0.4167299207578588,10.0,sub-10804,39,0.9694207267004012,0.6153846153846154,0.27219385244921224,run_1_to_2,2.8261101608723833
M4_theta10,41,3,-9.492852780119943,24.985705560239886,25.634354208888535,30.12642176035281,0.5604054450625624,0.6659684968349255,True,100,100,100,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.003398721427419949,20.0,0.995699840615715,sub-10806,41,1.6795927362251104,0.6341463414634146,0.2208623522839827,run_1_to_2,
M5_theta10,41,3,-16.766122975699965,39.53224595139993,40.180894600048575,44.67296215151285,0.30447591232576243,0.41003896409812557,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06280105280843637,0.8377666741629372,10.0,sub-10806,41,1.892907535013563,0.7317073170731707,0.2123005591015163,run_1_to_2,
M6_theta10,41,3,-15.275574323602239,36.55114864720448,37.199797295853124,41.691864847317404,0.3569248671693019,0.4624879189416651,True,100,100,98,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,20.0,0.5232427153608201,sub-10806,41,0.7865460715084946,0.6829268292682927,0.22098386085620936,run_1_to_2,
M7_theta10,41,4,-9.481604842973798,26.963209685947596,28.074320797058707,33.817497952764825,0.5256135499955382,0.6663642856920224,True,100,100,90,kappa;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.003440105056356779,20.0,10.0,sub-10806,41,37.6377755962845,0.6341463414634146,0.2210896136473379,run_1_to_2,0.4977287286562476
M4_theta10,40,3,-14.973860252032535,35.947720504065074,36.61438717073174,41.01435886640688,0.3517300237190351,0.45993215178570745,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18017050892879263,0.8596194675734857,3.495431800384044,sub-10807,41,0.09598450224769725,1.0,0.01837964238016949,run_1_to_2,
M5_theta10,40,3,-20.318707124207197,46.637414248414395,47.30408091508106,51.70405261075621,0.15895542179910338,0.26715754986577567,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.17855201787788097,10.0,sub-10807,41,0.5459695556824198,0.34146341463414637,0.20149285468816258,run_1_to_2,
M6_theta10,40,3,-18.616875695919486,43.23375139183897,43.900418058505636,48.300389754180785,0.22033601584959495,0.32853814391626723,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.40693336166481336,0.14582194596372614,10.0,sub-10807,41,0.3174943193365142,0.8048780487804879,0.10638902795112541,run_1_to_2,
M7_theta10,40,4,-17.25849314356684,42.51698628713368,43.65984342999083,49.27250410358943,0.23326193412510218,0.3775314382139985,True,100,100,83,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.339388810199982,0.2779519812858392,10.0,sub-10807,41,0.33783681839797747,0.7804878048780488,0.114771197390283,run_1_to_2,3.85090560712189
M4_theta10,41,3,-21.60810070993093,49.21620141986186,49.864850068510506,54.35691761997478,0.13409793024601133,0.2396609820183745,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06329565664451679,2.8270087983667835,0.4445238664323502,sub-10809,42,0.4605269038987452,0.7857142857142857,0.1527862554435321,run_1_to_2,
M5_theta10,41,3,-20.678783054136332,47.357566108272664,48.00621475692131,52.49828230838558,0.16679846618321678,0.27236151795557995,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2860708665036959,0.8689680402179323,0.8082840707912242,sub-10809,42,0.6852633141750004,0.7142857142857143,0.20816310802700894,run_1_to_2,
M6_theta10,41,3,-21.645494409918474,49.29098881983695,49.93963746848559,54.431705019949874,0.13278213255009624,0.23834518432245944,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.15910752018628105,1.4611454092310336,0.3681148043276497,sub-10809,42,0.49259612671875025,0.7380952380952381,0.1678546682877961,run_1_to_2,
M7_theta10,41,4,-20.678783054136325,49.35756610827265,50.468677219383764,56.211854375089885,0.13161078225909598,0.2723615179555803,True,100,100,91,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.28607087897130906,0.8689680201187525,0.8082840895847854,sub-10809,42,0.6852633279972252,0.7142857142857143,0.2081631110660545,run_1_to_2,0.0
M4_theta10,42,3,-13.766059686427331,33.532119372854666,34.163698320223084,38.74512822770477,0.4240878294081647,0.5271374751859479,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10176048368782675,2.1407035705916453,1.459152805156557,sub-10810,42,0.3114558720928886,0.8809523809523809,0.09549477173795229,run_1_to_2,
M5_theta10,42,3,-22.25173491724544,50.50346983449088,51.1350487818593,55.71647868934099,0.13260588716779348,0.23565553294557662,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.15645647067202093,10.0,sub-10810,42,0.5391160974744167,0.40476190476190477,0.19582881702486205,run_1_to_2,
M6_theta10,42,3,-18.74101777172648,43.48203554345296,44.11361449082138,48.69504439830307,0.2531986065916997,0.35624825236948277,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1841617129310727,0.11575044764006405,10.0,sub-10810,42,0.3901658131514884,0.6904761904761905,0.12820589686466713,run_1_to_2,
M7_theta10,42,4,-17.767651510881777,43.53530302176355,44.616384102844634,50.485981494897025,0.25228374079646926,0.3896832685001801,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1203462672033057,0.2272437235884639,10.0,sub-10810,42,0.3834233131752871,0.6904761904761905,0.1327135916162603,run_1_to_2,3.910505952139685
M4_theta10,42,3,-24.182624299474135,54.36524859894827,54.99682754631669,59.57825745379837,0.0662800648762103,0.16932971065399338,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05106122288388425,1.1504016892556723,1.5341568525766223,sub-10812,42,0.6287540480468952,0.7142857142857143,0.21918337372720847,run_1_to_2,
M5_theta10,42,3,-25.072440358802073,56.144880717604146,56.77645966497256,61.357889572454255,0.03571498830250136,0.1387646340802845,True,100,100,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.30703883008884,0.08170416607717215,10.0,sub-10812,42,0.5306116285693503,0.6666666666666666,0.17942877078255415,run_1_to_2,
M6_theta10,42,3,-23.388373672974744,52.77674734594949,53.408326293317906,57.98975620079959,0.09356248011605849,0.19661212589384158,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.1831186351623331,3.8480508823568247,sub-10812,42,0.6947825285237926,0.5952380952380952,0.2421236162655004,run_1_to_2,
M7_theta10,42,4,-23.16669980160006,54.33339960320012,55.4144806842812,61.28407807633359,0.06682706949791445,0.20422659720162528,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.1831186259142416,4.788817492092678,sub-10812,42,0.6334345663834428,0.5952380952380952,0.22429645840954093,run_1_to_2,3.1482721787391093
M4_theta10,42,3,-21.64056461783114,49.28112923566228,49.912708183030695,54.49413809051238,0.15359951478930858,0.25664916056709164,True,100,100,51,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.552578963605723,0.8356129861691491,sub-10817,42,0.5430609598162389,0.7142857142857143,0.18515126805663654,run_1_to_2,
M5_theta10,42,3,-21.64056461783114,49.28112923566228,49.912708183030695,54.49413809051238,0.15359951478930858,0.25664916056709164,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5839978437746112,2.5416027762983253,sub-10817,42,0.5430609596519136,0.7142857142857143,0.1851512680540449,run_1_to_2,
M6_theta10,42,3,-26.401409890376424,58.80281978075285,59.434398728121266,64.01582863560296,-0.009934958190233056,0.09311468758755004,True,100,100,45,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.8274384702721537,0.7877068691162961,sub-10817,42,0.6369697356502817,0.6666666666666666,0.2223396058765456,run_1_to_2,
M7_theta10,42,4,-21.415706101984558,50.831412203969116,51.912493285050196,57.78209067710259,0.1269734963327503,0.2643730240364611,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.8274384765704408,1.94094295884193,sub-10817,42,0.5385128750481488,0.7142857142857143,0.1833049573333719,run_1_to_2,0.27376192667578264
M4_theta10,29,3,-16.633450774345118,39.266901548690235,40.226901548690236,43.36878903864966,0.02327303214878349,0.17251734672350383,True,100,100,65,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.2452714455708107,0.7200504669340139,sub-10827,27,0.6600058384071239,0.6296296296296297,0.23475903835483722,run_1_to_2,
M5_theta10,29,3,-14.679415150095219,35.358830300190434,36.318830300190434,39.46071779014986,0.12048260128070425,0.2697269158554245,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04193893603401337,0.7247837886937198,2.474964367602118,sub-10827,27,0.8714825832204183,0.5555555555555556,0.26575582123942776,run_1_to_2,
M6_theta10,29,3,-18.954146266140178,43.908292532280356,44.86829253228036,48.01018002223978,-0.09217717052108229,0.05706714405363811,True,100,100,91,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.6809013437074326,0.7191778602431799,sub-10827,27,0.7390856896549745,0.5185185185185185,0.2718408216891397,run_1_to_2,
M7_theta10,29,4,-14.679415150095219,37.358830300190434,39.0254969668571,42.82801362013633,0.07073449642246413,0.2697269158554245,True,100,100,97,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.041938934534290255,0.7247837920250726,2.474964313311311,sub-10827,27,0.871482575176521,0.5555555555555556,0.26575582097436384,run_1_to_2,0.0
M4_theta10,42,3,-21.051968232730772,48.103936465461544,48.73551541282996,53.316945320311646,0.17381773111953405,0.2768673768973171,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02788631164432026,1.290340710517003,0.9653291642656542,sub-10831,42,0.8108905910525491,0.5238095238095238,0.28440319873601766,run_1_to_2,
M5_theta10,42,3,-23.313179682697292,52.626359365394585,53.257938312763,57.839368220244694,0.0961453848036283,0.19919503058141141,True,100,100,99,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.25282787856389377,0.10740869813379467,10.0,sub-10831,42,0.8991632431406776,0.47619047619047616,0.2936377242930933,run_1_to_2,
M6_theta10,42,3,-21.43265715184756,48.86531430369512,49.49689325106354,54.07832315854523,0.1607411116973633,0.26379075747514635,True,100,100,90,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.022264139044588526,0.07701735917703294,10.0,sub-10831,42,0.8449824554207361,0.5714285714285714,0.28359198188310686,run_1_to_2,
M7_theta10,42,4,-20.87002391507895,49.7400478301579,50.82112891123898,56.69072630329137,0.14571761502203995,0.2831171427257507,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04127676078100485,0.11215457659078558,10.0,sub-10831,42,0.8740404501019409,0.5714285714285714,0.28426891357116246,run_1_to_2,4.9341708955177435
M4_theta10,42,3,-8.999351625679866,23.998703251359732,24.630282198728153,29.211712106209838,0.587823688470208,0.6908733342479911,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.15403768110246416,0.96928690387727,2.839630460059829,sub-10834,42,0.11759340099505293,0.9761904761904762,0.024219006236694617,run_1_to_2,
M5_theta10,42,3,-24.210105478576764,54.42021095715353,55.05178990452195,59.63321981200363,0.06533608961884971,0.16838573539663282,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2760600019765907,0.11879724643926941,10.0,sub-10834,42,0.5629783871075501,0.40476190476190477,0.20417370934072945,run_1_to_2,
M6_theta10,42,3,-17.55735002764853,41.11470005529706,41.746279002665474,46.327708910147166,0.29385745384030654,0.39690709961808956,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.20678556429394832,0.1434609177152846,10.0,sub-10834,42,0.3321705060915456,0.6904761904761905,0.11082279623975858,run_1_to_2,
M7_theta10,42,4,-17.504125607671547,43.008251215343094,44.089332296424175,49.958929688476566,0.2613358244561641,0.3987353521598749,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.21824792883058702,0.16461717966265887,10.0,sub-10834,42,0.33938214328043953,0.6904761904761905,0.11418629911672903,run_1_to_2,8.088839369080345
M5_theta10,26,3,-15.675126851754516,37.35025370350903,38.441162794418126,41.12454331757348,-0.036250496038406244,0.13021431637185876,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1966328242079237,1.2312303559847637,0.44955720643162883,sub-10836,15,0.9168919849270052,0.7333333333333333,0.2992305346152036,chronological_65_percent,
M6_theta10,26,3,-16.80685572504006,39.61371145008012,40.70462054098921,43.38800106414456,-0.0990481742353257,0.06741663817493926,True,100,100,86,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3415792515904949,0.48174082485035236,0.032010680800449755,sub-10836,15,0.7939809811666013,0.6,0.28570973293401003,chronological_65_percent,
M7_theta10,26,4,-15.675126851754518,39.35025370350904,41.255015608270945,44.38263985559497,-0.09173876684182812,0.13021431637185865,True,100,100,85,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19663282608865112,1.2312303427969387,0.44955721186612907,sub-10836,15,0.9168919817338327,0.7333333333333333,0.2992305339126205,chronological_65_percent,0.0
M4_theta10,38,3,-26.339596453673746,58.67919290734749,59.385075260288666,63.591951386526645,-0.11389711329996134,-1.3638767470958157e-07,True,100,100,100,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0498329301741965,1e-05,0.0,sub-10838,37,0.6931467400650716,0.4864864864864865,0.24999977975256318,run_1_to_2,
M5_theta10,38,3,-26.339596453673753,58.679192907347506,59.38507526028868,63.59195138652666,-0.1138971132999616,-1.3638767493162618e-07,True,100,100,95,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04983264483060219,1e-05,0.0,sub-10838,37,0.6931467400665836,0.4864864864864865,0.2499997797533191,run_1_to_2,
M6_theta10,38,3,-26.339596453673476,58.67919290734695,59.385075260288126,63.591951386526105,-0.11389711329995109,-1.3638766449552975e-07,True,100,100,85,kappa;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04985272364396567,1e-05,0.0,sub-10838,37,0.6931467399601923,0.4864864864864865,0.24999977970012344,run_1_to_2,
M7_theta10,38,4,-26.33959645367365,60.6791929073473,61.89131411946851,67.22953754625284,-0.1518627722707199,-1.363876711568679e-07,True,100,100,87,kappa;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.049838036098091405,1e-05,0.0,sub-10838,37,0.6931467400380164,0.4864864864864865,0.2499997797390355,run_1_to_2,0.0
M4_theta10,42,3,-26.986314282299823,59.972628564599646,60.60420751196806,65.18563741944975,-0.030026354990758335,0.07302329078702474,True,100,100,88,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06798766723602341,1.6881625572230055,0.396081488461449,sub-10843,42,0.6458436242238934,0.6190476190476191,0.22349895878416562,run_1_to_2,
M5_theta10,42,3,-27.46458613913862,60.92917227827724,61.56075122564566,66.14218113312735,-0.04645493680166526,0.05659470897611785,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1992161832741124,0.49190360663378296,0.2145168869758402,sub-10843,42,0.6305341992698601,0.6428571428571429,0.2190482737402284,run_1_to_2,
M6_theta10,42,3,-27.059192886765572,60.118385773531145,60.74996472089956,65.33139462838125,-0.032529726449083224,0.07051991932869983,True,100,100,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12624412163258128,0.7354990181329054,0.29802650558560384,sub-10843,42,0.6358029532179151,0.5952380952380952,0.2220489739102376,run_1_to_2,
M7_theta10,42,4,-27.05418336372395,62.1083667274479,63.18944780852898,69.05904520058138,-0.066707531850026,0.0706919958536848,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12651475984936217,0.7313154087932252,0.27773179926134217,sub-10843,42,0.6359969511620996,0.5952380952380952,0.22205650601792284,run_1_to_2,0.31629299163628594
M4_theta10,42,3,-22.119983754115864,50.23996750823173,50.871546455600146,55.45297636308183,0.137131524064898,0.24018116984268112,True,100,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.1349473158936322,10.0,sub-10850,42,0.45116004358608386,0.8809523809523809,0.13731046288313462,run_1_to_2,
M5_theta10,42,3,-25.332035638777686,56.66407127755537,57.29565022492379,61.87708013240548,0.026797921086810898,0.12984756686459398,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.0805976541209158,10.0,sub-10850,42,0.6079411850971427,0.40476190476190477,0.2120240526035004,run_1_to_2,
M6_theta10,42,3,-23.867678453542553,53.735356907085105,54.36693585445352,58.94836576193521,0.07709841749702158,0.1801480632748047,True,100,100,90,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.06123619529423221,10.0,sub-10850,42,0.46986274455194976,0.6904761904761905,0.15080459639645505,run_1_to_2,
M7_theta10,42,4,-23.42872051831548,54.85744103663096,55.93852211771204,61.80811950976443,0.05782668881659285,0.1952262165203037,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.08750221512582308,10.0,sub-10850,42,0.4867900866023599,0.6904761904761905,0.1555283427852449,run_1_to_2,5.228100167401032
M4_theta10,42,3,-24.375340683271183,54.750681366542366,55.382260313910784,59.96369022139247,0.05966027984758993,0.162709925625373,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0620603421301937,1.2003727185591997,1.1725795598627937,sub-10854,42,0.7199325049737235,0.5952380952380952,0.2530591305416503,run_1_to_2,
M5_theta10,42,3,-22.581471866914956,51.16294373382991,51.79452268119833,56.37595258868002,0.12127946188003,0.2243291076578131,True,100,100,69,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.03920806463908763,0.5465758013163706,2.356711595624516,sub-10854,42,0.6589876926342341,0.6190476190476191,0.22182958744661693,run_1_to_2,
M6_theta10,42,3,-27.633525171887722,61.267050343775445,61.89862929114386,66.48005919862555,-0.05225797262927732,0.050791673148505745,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5685249486446292,0.12611119427815887,2.5268762415273325,sub-10854,42,0.7778889605717894,0.5238095238095238,0.27882513533248676,run_1_to_2,
M7_theta10,42,4,-22.581471866914956,53.16294373382991,54.24402481491099,60.113622206963385,0.0869295799541023,0.2243291076578131,True,100,100,54,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.039208065005281956,0.5465758019378087,2.356711595458324,sub-10854,42,0.6589876927201905,0.6190476190476191,0.22182958745109424,run_1_to_2,0.0
M4_theta10,42,3,-21.176496851186307,48.352993702372615,48.98457264974103,53.56600255722272,0.1695401877791875,0.27258983355697064,True,100,100,97,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,5.010018400960903,0.7964048550247544,sub-10857,42,0.46884531127090817,0.7857142857142857,0.153805636520134,run_1_to_2,
M5_theta10,42,3,-13.795930357165847,33.591860714331695,34.22343966170011,38.804869569181804,0.4230617753952485,0.5261114211730316,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11077076972140348,1.1422975763820886,10.0,sub-10857,42,0.3434677639723368,0.7857142857142857,0.11676741027988208,run_1_to_2,
M6_theta10,42,3,-23.500257005863862,53.000514011727724,53.63209295909614,58.21352286657783,0.08971930084183803,0.19276894661962107,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.049703560187777406,1.6244890980119007,0.6804279225877131,sub-10857,42,0.5418617363464415,0.6904761904761905,0.18788549562454426,run_1_to_2,
M7_theta10,42,4,-13.314559467126017,34.629118934252034,35.710200015333115,41.579797407385506,0.4052469267047677,0.5426464544084785,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.07066419714630835,1.589304294918856,10.0,sub-10857,42,0.35146244841697977,0.7857142857142857,0.12298735019601886,run_1_to_2,0.2678410132644038
M4_theta10,41,3,-13.930073589203115,33.86014717840623,34.508795827054875,39.000863378519156,0.404269921731011,0.5098329735033742,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,6.573668886168343,0.7808175751759809,sub-10858,42,0.3494072967729275,0.9047619047619048,0.10085287650840769,run_1_to_2,
M5_theta10,41,3,-24.40645692425151,54.81291384850302,55.46156249715167,59.95363004861595,0.03563025626939876,0.141193308041762,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.05097738613990546,0.08648109026841715,10.0,sub-10858,42,0.5283011429949779,0.6666666666666666,0.17926637285418376,run_1_to_2,
M6_theta10,41,3,-11.490102050391734,28.980204100783467,29.628852749432117,34.12092030089639,0.49012686902255714,0.5956899207949203,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.8952194076044755,1.2136837154222784,sub-10858,42,0.4072100980039246,0.9047619047619048,0.10238659424369902,run_1_to_2,
M7_theta10,41,4,-9.756412157162755,27.51282431432551,28.62393542543662,34.36711258114274,0.5159437170838206,0.6566944527803049,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.021080347932253152,1.8880349888324344,0.9466857346553256,sub-10858,42,2.2487446303547354,0.9047619047619048,0.11392206346153828,run_1_to_2,10.0
M4_theta10,41,3,-18.411993873857057,42.82398774771411,43.47263639636276,47.96470394782703,0.24656152738150142,0.35212457915386464,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10759009309594407,0.3500914343068063,2.882358115054634,sub-10860,41,0.5537794839420355,0.8292682926829268,0.16319323943539757,run_1_to_2,
M5_theta10,41,3,-20.88719746256167,47.77439492512334,48.423043573771984,52.915111125236265,0.15946484585431334,0.26502789762667656,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14109201643464572,0.18037328775485287,10.0,sub-10860,41,0.5463327832292899,0.4878048780487805,0.20004008957385777,run_1_to_2,
M6_theta10,41,3,-22.485664088019956,50.97132817603991,51.61997682468856,56.11204437615284,0.10321850747443077,0.20878155924679398,True,100,100,94,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09086709924443041,0.0645695667085921,10.0,sub-10860,41,0.57031349980172,0.5853658536585366,0.18869916249347385,run_1_to_2,
M7_theta10,41,4,-19.56275623520327,47.12551247040654,48.236623581517655,53.97980073722377,0.1708811812145546,0.31163191691103886,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12741580850751844,0.22124990848224033,10.0,sub-10860,41,0.524047066271737,0.5853658536585366,0.19053915387739376,run_1_to_2,1.7267195358821037
M4_theta10,41,3,-24.862867235426748,55.725734470853496,56.37438311950214,60.866450670966415,0.019570234500054795,0.12513328627241793,True,100,100,26,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.8738599191899779,0.7602475631943867,sub-10862,41,0.5067175968183006,0.7804878048780488,0.16521150532261203,run_1_to_2,
M5_theta10,41,3,-18.493034780589518,42.986069561179036,43.63471820982768,48.126785761291956,0.24370988557047538,0.3492729373428386,True,100,100,42,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2643108415438783,0.3806753896697668,10.0,sub-10862,41,0.6547414692817437,0.5121951219512195,0.2337432936163088,run_1_to_2,
M6_theta10,41,3,-24.498596051490235,54.99719210298047,55.645840751629116,60.1379083030934,0.03238809378307817,0.1379511455554413,True,100,100,67,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.7844141792443045,0.06117248735885046,10.0,sub-10862,41,0.5039712040026755,0.7073170731707317,0.17437172870546758,run_1_to_2,
M7_theta10,41,4,-18.271592657428585,44.54318531485717,45.65429642596828,51.397473581674404,0.21631423708362754,0.35706497278011173,True,100,100,70,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3291505634855076,0.4448278557663876,10.0,sub-10862,41,0.6114544535489069,0.6341463414634146,0.2056380675816493,run_1_to_2,0.49152767532994934
M4_theta10,41,3,-12.693489136170115,31.38697827234023,32.035626920988875,36.52769447245315,0.44778246460981835,0.5533455163821815,True,100,100,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.011155000642282668,10.39222418863874,1.1554496795680198,sub-10863,42,0.3145579673249972,0.8333333333333334,0.10415659289342391,run_1_to_2,
M5_theta10,41,3,-22.111537472615733,50.22307494523147,50.87172359388011,55.36379114534439,0.11638315656487574,0.22194620833723888,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.14401578609747598,10.0,sub-10863,42,0.5490098872899898,0.3333333333333333,0.19964443243725666,run_1_to_2,
